0,10,0,6,True,0,Вернон Роше
1,10,0,6,True,0,Ян Наталис
2,10,0,6,True,0,Эстерад Тиссен
3,10,1,6,True,0,Филиппа Эльхарт
4,1,0,6,False,0,Реданский пехотинец
5,1,0,0,False,0,Грёбаная пехтура
6,2,0,6,False,0,Ярпен Зигрин
7,4,0,0,False,0,Боец Синих Полосок
8,4,0,1,False,0,Сигизмунд Дийкстра
9,5,0,0,False,0,Бьянка
10,5,0,1,False,0,Принц Стеннис
11,5,0,6,False,0,Зигфрид из Денесле
12,4,1,6,False,0,Сабрина Глевиссиг
13,4,1,6,False,0,Шелдон Скаггс
14,5,1,6,False,0,Кейра Мец
15,5,1,1,False,0,Рубайлы из Кринфрида
16,5,1,6,False,0,Шеала де Тансервилль
17,6,1,6,False,0,Детмольд
18,1,2,2,False,0,Каэдвенский осадный мастер
19,1,2,1,False,0,Талер
20,5,2,3,False,0,Лекарь Бурой Хоругви
21,6,2,6,False,0,Баллиста
22,6,2,6,False,0,Требушет
23,6,2,6,False,0,Осадная башня
24,8,2,0,False,0,Катапульта
25,10,0,6,True,1,Лето из Гулеты
26,10,0,3,True,1,Менно Коегоорн
27,10,1,6,True,1,Тибор Эггебрахт
28,10,2,6,True,1,Морвран Воорхис
29,2,0,6,False,1,Вреемде
30,2,0,0,False,1,Кавалерия «Наузикаа»
31,3,0,0,False,1,Бригада «Импера»
32,3,0,6,False,1,Мортейзен
33,4,0,1,False,1,Ваттье де Ридо
34,4,0,6,False,1,Раинфарн
35,5,0,0,False,1,Молодой посланник
36,6,0,6,False,1,Кагыр Маур аэп Кеаллах
37,7,0,1,False,1,Шилярд Фиц-Остерлен
38,9,0,1,False,1,Стефан Скеллен
39,1,1,3,False,1,Лучная поддержка
40,2,1,6,False,1,Альбрых
41,2,1,6,False,1,Свирс
42,3,1,6,False,1,Путткаммер
43,4,1,6,False,1,Вангемар
44,4,1,6,False,1,Цинтия
45,5,1,6,False,1,Ренуальд аэп Матсен
46,6,1,6,False,1,Ассире вар Анагыд
47,6,1,6,False,1,Фрингилья Виго
48,10,1,6,False,1,Лучник Бурой Хоругви
49,0,2,3,False,1,Осадная поддержка
50,3,2,6,False,1,Сгнившая петрария
51,5,2,6,False,1,Огненный скорпион
52,6,2,6,False,1,Сапер
53,10,2,6,False,1,Большой огненный скорпион
54,10,0,6,True,2,Драуг
55,10,0,6,True,2,Имлерих
56,10,1,6,True,2,Леший
57,8,0,2,True,2,Кейран
58,1,0,4,False,2,Гуль
59,2,0,4,False,2,Накер
60,2,0,6,False,2,Туманник
61,4,0,4,False,2,Главоглаз
62,4,0,6,False,2,Игоша
63,4,0,4,False,2,Вампиры: брукса
64,4,0,4,False,2,Вампиры: гаркаин
65,4,0,4,False,2,Вампиры: фледер
66,4,0,4,False,2,Вампиры: экимма
67,5,0,4,False,2,Вампиры: катакан
68,5,0,6,False,2,Вилохвост
69,5,0,6,False,2,Волколак
70,5,0,6,False,2,Пугач
71,5,0,6,False,2,Грифон
72,5,0,6,False,2,Моровая дева
73,6,0,6,False,2,Бес
74,6,0,4,False,2,Ведьма: Кухарка
75,6,0,4,False,2,Ведьма: Пряха
76,6,0,4,False,2,Ведьма: Шептуха
77,2,1,6,False,2,Василиск
78,2,1,6,False,2,Виверна
79,2,1,6,False,2,Гаргулья
80,2,1,6,False,2,Эндриага
81,5,1,6,False,2,Кладбищенская баба
82,7,1,5,False,2,Принц-жаба
83,2,0,7,False,2,Гарпия
84,2,0,7,False,2,Гарпия келено
85,6,2,6,False,2,Ледяной великан
86,6,2,4,False,2,Огромный главоглаз
87,6,2,6,False,2,Элементаль земли
88,6,2,6,False,2,Элементаль огня
89,10,0,6,True,3,Иорвет
90,10,0,2,True,3,Изенгрим Фаоильтиарна
91,10,1,6,True,3,Саэсентессис
92,10,1,6,True,3,Эитнэ
93,3,0,4,False,3,Краснолюд-застрельщик
94,5,0,6,False,3,Махакамские добровольцы
95,5,0,4,False,3,Поддержка гавенкаров
96,6,0,6,False,3,Деннис Кранмер
97,0,1,3,False,3,Лекарь-гавенкар
98,1,1,6,False,3,Риордаин
99,2,1,4,False,3,Эльфский застрельщик
100,2,1,6,False,3,Торувьель
101,4,1,6,False,3,Лучник из Дол Блатанны
102,4,1,6,False,3,Кадет «Врихедда»
103,6,1,6,False,3,Ида Эмеан
104,10,1,4,False,3,Мильва
105,8,2,5,False,3,Ширру
106,3,0,7,False,3,Киаран айп Эасниллен
107,5,0,7,False,3,Бригада «Врихедд»
108,6,0,7,False,3,Следопыт из Дол Блатанны
109,6,0,7,False,3,Барклай Эльс
110,6,0,7,False,3,Яевинн
111,6,0,7,False,3,Филавандрель
112,0,0,1,True,5,Таинственный эльф
113,7,1,3,True,5,Йеннифер из Венгерберга
114,7,0,6,True,5,Трисс Меригольд
115,15,0,6,True,5,Геральт из Ривии
116,15,0,6,True,5,Цирилла
117,2,0,8,False,5,Лютик
118,5,0,6,False,5,Золтан Хивай
119,5,0,6,False,5,Эмиель Регис
120,6,0,6,False,5,Весемир
121,7,0,5,False,5,Виллентретенмерт
122,6,0,7,False,5,Ольгерд фон Эверек
123,2,2,4,False,5,Гюнтер о"Дим
124,4,1,4,False,5,Гюнтер о"Дим: Тьма
125,0,1,6,False,5,Корова
126,8,0,6,False,6,Рогатое сопротивление
